------------------------------------------------------------------------
Inbound Links for,pricetransparency.accureg.net
Scope,fqdn
Sorted by,source_page_authority
Filters:,external+not_deleted
Anchor text,all
Source PLD,all
------------------------------------------------------------------------

URL,Title,Anchor Text,Spam Score,PA,DA,Linking Domains to Page,Target URL,Link Type,Link State,Date First Seen,Date Last Seen,Date Lost,HTTP Status Code,Links to Page,Outbound Domains from Page,Outbound Links from Page
www.whiteriverhealthsystem.com/pay-my-bill, White River Health System › Patient Billing and Financial Services,cost of care,4%,35,36,37,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-09,2022-01-27,--,200,2210,7,8
www.whiteriverhealthsystem.com/doctors/facilities/2, White River Health System › Stone County Medical Center,price transparency,4%,35,36,31,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-08,2022-02-17,--,200,111,9,10
www.ksbhospital.com/patient-portal-new/,Patient Portal - New - KSB Hospital,price transparency,1%,35,36,35,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-01-31,--,200,67,9,14
www.ksbhospital.com/find-a-doctor/,Providers - KSB Hospital,price transparency,1%,35,36,36,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2022-01-06,--,200,1161,8,12
www.ksbhospital.com/careers/,Open Positions - KSB Hospital,price transparency,1%,35,36,45,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-21,2022-01-08,--,200,1226,9,13
goshenhealth.com/patient-information/estimates-financial-assistance,"\r\n\tGoshen Health | Financial Assistance | Medical Costs\r\n",click here,1%,35,44,29,pricetransparency.accureg.net/goshen,follow,active,2021-04-10,2022-01-22,--,200,1454,6,7
www.whiteriverhealthsystem.com/about-us, White River Health System › About Us,price transparency,4%,34,36,25,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-06,2022-01-25,--,200,2153,8,13
www.ksbhospital.com/financial-services/pay-my-bill/,Online Bill Pay - KSB Hospital,price transparency,1%,34,36,33,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2022-01-22,--,200,1182,8,12
www.ksbhospital.com/locations/ksb-hospital/,KSB Hospital - KSB Hospital,price transparency,1%,34,36,37,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-25,2022-01-07,--,200,1180,8,12
www.ksbhospital.com/contact/,Contact - KSB Hospital,price transparency,1%,34,36,32,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-01-27,--,200,1191,8,12
www.dosher.org/getpage.php?name=PatientPortal,Patient Portals,pricing transparency,5%,34,31,62,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-13,2022-02-21,--,200,375,12,20
www.medicalwesthospital.org/price-transparency.php,"\n        Price Transparency        ",standard charge file,18%,34,43,19,pricetransparency.accureg.net/uabmedwest,follow,active,2021-01-05,2022-01-24,--,200,23538,7,8
al.hughston.com/jack-hughston-memorial-hospital/pricing-transparency/,Pricing Transparency - Alabama,machine readable files,1%,34,48,5,pricetransparency.accureg.net/jackhughston,follow,active,2021-08-07,2022-02-15,--,200,7,7,9
www.cghmc.com/patients-visitors/billing-information/price-list/,Price List | CGH Medical Center,price estimator tool,5%,34,38,12,pricetransparency.accureg.net/cgh,follow,active,2021-10-29,2022-01-31,--,200,2130,11,12
www.whiteriverhealthsystem.com/doctors/facilities/18, White River Health System › WRMC Medical Complex Southside,price transparency,4%,33,36,20,pricetransparency.accureg.net/whiteriver,follow,active,2021-04-16,2022-01-22,--,200,52,8,9
www.whiteriverhealthsystem.com/doctors/philip-sobash-md, White River Health System › Philip Sobash,price transparency,4%,33,36,19,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-06,2022-03-20,--,200,32,7,8
www.whiteriverhealthsystem.com/doctors/facilities/36, White River Health System › WRMC Medical Complex Cherokee Village Specialty Clinic,price transparency,4%,33,36,15,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-03,2022-03-13,--,200,24,7,8
www.whiteriverhealthsystem.com/doctors/facilities/30, White River Health System › WRHS Behavioral Health Clinic,price transparency,4%,33,36,17,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-23,2022-03-04,--,200,63,8,9
www.whiteriverhealthsystem.com/doctors/facilities/29, White River Health System › Women's Clinic,price transparency,4%,33,36,15,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-25,2022-03-13,--,200,25,8,9
www.whiteriverhealthsystem.com/doctors/facilities/16, White River Health System › Sugarloaf Medical Clinic,price transparency,4%,33,36,18,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-25,2022-03-20,--,200,34,8,9
www.whiteriverhealthsystem.com/coronavirus-covid-19-resources, White River Health System › Coronavirus (COVID-19) Resources,price transparency,4%,33,36,16,pricetransparency.accureg.net/whiteriver,follow,active,2021-05-31,2022-03-07,--,200,72,11,18
www.whiteriverhealthsystem.com/doctors/facilities/38, White River Health System › WRMC Orthopaedic and Sports Medicine Clinic,price transparency,4%,33,36,20,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-31,--,200,44,8,9
www.ksbhospital.com/medical_services/behavioral-health/,Behavioral Health - KSB Hospital,price transparency,1%,33,36,19,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-23,2021-12-29,--,200,1134,8,12
www.ksbhospital.com/chna/,Community Health Needs Assessment - KSB Hospital,price transparency,1%,33,36,23,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-02-08,2022-02-15,--,200,67,12,16
www.ksbhospital.com/medical_services/home-care/,Home Health Care - KSB Hospital,price transparency,1%,33,36,23,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-29,2022-01-08,--,200,1134,8,12
www.ksbhospital.com/locations/town-square-centre/,Town Square Centre - KSB Hospital,price transparency,1%,33,36,22,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-27,2022-01-02,--,200,1123,8,12
www.ksbhospital.com/patient-portal-faqs/,Patient Portal FAQ's - KSB Hospital,price transparency,1%,33,36,19,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-21,2022-02-03,--,200,30,8,12
www.dosher.org/getpage.php?name=Wellness_Center,Wellness Center,pricing transparency,5%,33,31,34,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-13,2022-02-22,--,200,58,11,19
www.dosher.org/getpage.php?name=index,Dosher Memorial Hospital,pricing transparency,5%,33,31,32,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-03-25,2022-01-08,--,200,48,10,18
www.whiteriverhealthsystem.com/doctors/facilities/25, White River Health System › Diagnostic Clinic at WRMC,price transparency,4%,32,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-02-04,--,200,37,8,9
www.whiteriverhealthsystem.com/doctors/facilities/33, White River Health System › WRMC Cardiology,price transparency,4%,32,36,11,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,19,8,9
www.whiteriverhealthsystem.com/doctors/facilities/39, White River Health System › WRMC Pain Management Clinic,price transparency,4%,32,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-05-31,2022-03-10,--,200,25,7,8
www.whiteriverhealthsystem.com/doctors/facilities/42, White River Health System › WRMC Surgery Clinic,price transparency,4%,32,36,14,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-02-02,--,200,24,8,9
www.whiteriverhealthsystem.com/doctors/facilities/40, White River Health System › WRMC Rheumatology Clinic,price transparency,4%,32,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-31,--,200,21,8,9
www.whiteriverhealthsystem.com/scmc-medical-services, White River Health System › SCMC Medical Services,price transparency,4%,32,36,11,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-25,2022-03-13,--,200,58,6,9
www.whiteriverhealthsystem.com/doctors/facilities/20, White River Health System › Batesville Neurology Clinic,price transparency,4%,32,36,12,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-25,2022-01-25,--,200,71,8,9
www.whiteriverhealthsystem.com/posts/white-river-health-system-selects-vice-president-officers, White River Health System › White River Health System Selects Vice-President Officers,price transparency,4%,32,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-31,2022-02-03,--,200,16,7,8
www.whiteriverhealthsystem.com/doctors/facilities/7, White River Health System › Melbourne Medical Clinic,price transparency,4%,32,36,12,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-19,2022-01-23,--,200,17,8,9
www.whiteriverhealthsystem.com/index.php/posts/white-river-health-system-welcomes-cardiologist, White River Health System › White River Health System Welcomes Cardiologist,price transparency,4%,32,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-13,2022-02-17,--,200,19,7,8
www.whiteriverhealthsystem.com/information-desk/admissions-and-discharge, White River Health System › Admissions and discharge ,price transparency,4%,32,36,14,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-25,2022-03-06,--,200,2058,7,8
www.whiteriverhealthsystem.com/posts/internal-medicine-residency-program-receives-grant, White River Health System › Internal Medicine Residency Program Receives Grant,price transparency,4%,32,36,11,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-03,2022-03-20,--,200,14,7,8
www.whiteriverhealthsystem.com/find-a-doctor?page=2, White River Health System › Find A Provider,price transparency,4%,32,36,11,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-23,2022-03-07,--,200,33,7,8
www.whiteriverhealthsystem.com/doctors/facilities/22, White River Health System › Batesville Pulmonology Clinic ,price transparency,4%,32,36,14,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-26,2022-01-25,--,200,41,8,9
www.whiteriverhealthsystem.com/find-a-doctor?first_name=&last_name=&specialty=&clinic=30, White River Health System › Find A Provider,price transparency,4%,32,36,11,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-03,2022-03-20,--,200,17,7,8
www.ksbhospital.com/locations/oregon/,Oregon - KSB Hospital,price transparency,1%,32,36,19,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-01-27,--,200,1116,8,12
www.ksbhospital.com/financial-services/pay-my-bill/pay-your-medical-bill/,Pay Your Medical Bill - KSB Hospital,price transparency,1%,32,36,17,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-02-02,2022-02-12,--,200,28,9,13
www.ksbhospital.com/record-request/,Online Record Request - KSB Hospital,price transparency,1%,32,36,14,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-07-25,2022-01-30,--,200,35,8,12
www.ksbhospital.com/medical-records/,Medical Records - KSB Hospital,price transparency,1%,32,36,18,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-21,2022-01-31,--,200,1140,8,12
www.livingstonhealthcare.org/Patients-Visitors/Patient-Financial-Services.aspx,Patient Financial Services | Livingston HealthCare,download a comprehensive charge list for livingston healthcare services,1%,32,28,32,pricetransparency.accureg.net/livingstonhealthcare,follow,active,2021-08-10,2021-12-29,--,200,446,7,11
www.dosher.org/getpage.php?name=Dosher_Medical_Oak_Island,Dosher Medical-Oak Island,pricing transparency,5%,32,31,24,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-01,2022-02-15,--,200,2287,11,19
www.dosher.org/getpage.php?name=DMClinics,Dosher Medical Clinics,pricing transparency,5%,32,31,27,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-03-12,2022-03-25,--,200,54,11,19
whiteriverhealthsystem.com/covid-19-form, White River Health System › COVID 19 Form,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-11-01,2022-02-01,--,200,10,8,9
whiteriverhealthsystem.com/posts/health-first-women-s-drive-thru-health-expo, White River Health System › Health First Women's Drive Thru Health Expo ,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-10-24,2022-01-26,--,200,21,7,8
www.whiteriverhealthsystem.com/medical-services, White River Health System › Medical Services,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-20,2022-03-05,--,200,2064,11,14
www.whiteriverhealthsystem.com/doctors/tim-young-md, White River Health System › Tim Young,price transparency,4%,31,36,8,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-19,2022-03-07,--,200,13,7,8
www.whiteriverhealthsystem.com/find-a-doctor?page=4, White River Health System › Find A Provider,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-23,2022-03-07,--,200,29,7,8
www.whiteriverhealthsystem.com/news-and-updates, White River Health System › News & Updates,price transparency,4%,31,36,13,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-26,2022-02-08,--,200,2155,7,8
www.whiteriverhealthsystem.com/doctors/facilities/34, White River Health System › WRMC ENT Clinic,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-31,--,200,16,8,9
www.whiteriverhealthsystem.com/doctors/facilities/12, White River Health System › Pleasant Plains Medical Clinic,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-17,2022-01-24,--,200,16,8,9
www.whiteriverhealthsystem.com/privacy-practices, White River Health System › Privacy Practices,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-20,2022-02-22,--,200,103,9,14
www.whiteriverhealthsystem.com/breast-care-center, White River Health System › Breast Care Center,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-24,2022-03-02,--,200,19,9,10
www.whiteriverhealthsystem.com/information-desk/cafeteria-and-gift-shop, White River Health System › Cafeteria and Gift Shop ,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-24,2022-01-30,--,200,2059,8,9
www.whiteriverhealthsystem.com/doctors/facilities/75, White River Health System › Neaville Internal Medicine,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-10,2022-02-13,--,200,13,7,8
www.whiteriverhealthsystem.com/posts/wrhs-continues-participation-in-national-age-friendly-health-systems-initiative, White River Health System › WRHS CONTINUES PARTICIPATION IN NATIONAL ‘AGE-FRIENDLY HEALTH SYSTEMS’ INITIATIVE,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-01,2022-03-04,--,200,18,8,10
www.whiteriverhealthsystem.com/index.php/medical-services, White River Health System › Medical Services,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-07,2022-02-14,--,200,14,11,14
www.whiteriverhealthsystem.com/?page=1, White River Health System › Home,price transparency,4%,31,36,8,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-16,2022-03-04,--,200,9,8,9
www.whiteriverhealthsystem.com/find-a-doctor?page=3, White River Health System › Find A Provider,price transparency,4%,31,36,9,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-24,2022-02-26,--,200,29,7,8
www.whiteriverhealthsystem.com/doctors/roger-hill-md, White River Health System › Roger Hill,price transparency,4%,31,36,10,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-19,2022-02-02,--,200,33,7,8
www.whiteriverhealthsystem.com/doctors/lauren-bloch-md, White River Health System › Lauren Bloch,price transparency,4%,31,36,8,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-11,2022-02-20,--,200,17,7,8
www.ksbhospital.com/wahl/,Wahl Clipper Corporation - KSB Hospital,price transparency,1%,31,36,10,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-01-28,--,200,19,8,12
www.ksbhospital.com/telemedicine/,KSB Telemedicine - KSB Hospital,price transparency,1%,31,36,13,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-21,2022-03-08,--,200,1115,9,12
www.ksbhospital.com/community/scholarships/,Scholarships - KSB Hospital,price transparency,1%,31,36,12,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-02-02,2022-02-09,--,200,229,8,12
www.ksbhospital.com/medical_services/lab/,Laboratory - KSB Hospital,price transparency,1%,31,36,13,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-02-26,2021-11-14,--,200,1107,9,12
www.ksbhospital.com/locations/amboy/,Amboy - KSB Hospital,price transparency,1%,31,36,13,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-02-01,2022-01-26,--,200,1105,8,12
www.ksbhospital.com/financial-services/insurance/,Insurance Information - KSB Hospital,price transparency,1%,31,36,11,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-21,2022-01-30,--,200,18,9,13
www.ksbhospital.com/medical_services/foot-ankle-center/,Foot & Ankle Center - KSB Hospital,price transparency,1%,31,36,14,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2022-01-03,--,200,1109,8,12
www.ksbhospital.com/locations/physicians-immediate-care/,Physicians Immediate Care - KSB Hospital,price transparency,1%,31,36,13,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-23,2022-01-06,--,200,1114,9,13
www.ksbhospital.com/corporate-health/,Corporate Health Services - KSB Hospital,price transparency,1%,31,36,10,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-29,2022-02-09,--,200,36,8,12
www.ksbhospital.com/financialassistance/,Financial Assistance & Billing Questions - KSB Hospital,price transparency,1%,31,36,11,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-02-01,--,200,12,8,12
www.ksbhospital.com/medical_services/cardiology/,Cardiology - KSB Hospital,price transparency,1%,31,36,13,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2022-01-06,--,200,1101,8,12
www.ksbhospital.com/financial-services/,Financial Services - KSB Hospital,price transparency,1%,31,36,12,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2021-12-22,--,200,1108,7,11
www.ksbhospital.com/coronavirus-outbreak-covid-19/,Coronavirus Outbreak (COVID-19) - KSB Hospital,price transparency,1%,31,36,12,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-22,2022-02-04,--,200,34,9,15
www.ksbhospital.com/medicare-billing-requirements/,Medicare Billing Requirements - KSB Hospital,price transparency,1%,31,36,10,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-01-24,2022-01-29,--,200,22,9,13
www.ksbhospital.com/chs-portal/,Corporate Health Services Portal - KSB Hospital,price transparency,1%,31,36,12,pricetransparency.accureg.net/KatherineShawBethea,follow,active,2021-07-24,2022-01-29,--,200,21,8,12
www.dosher.org/getpage.php?name=standards,Standards of Behavior,pricing transparency,5%,31,31,16,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-18,2022-02-22,--,200,28,10,18
www.dosher.org/getpage.php?name=employment,Online Employment Center,pricing transparency,5%,31,31,21,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-23,2022-01-03,--,200,5054,10,18
www.dosher.org/getpage.php?name=COVID-19_PatientCommunity_Information,COVID-19 Patient/Community Information,pricing transparency,5%,31,31,18,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-04-15,2022-01-24,--,200,4096,13,24
www.dosher.org/getpage.php?name=dmsouthport,Dosher Medical-Southport,pricing transparency,5%,31,31,25,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-02-25,2022-03-04,--,200,37,11,19
www.dosher.org/getpage.php?name=directory,Hospital Directory,pricing transparency,5%,31,31,17,pricetransparency.accureg.net/doshermemorialhospital?sub=Pricing+Transparency,follow,active,2021-01-24,2022-02-11,--,200,27,10,18
statvoo.com/website/onslow.org,▷ Onslow.org Reviews 2021 | Home Page | Onslow Memorial Hospital - @statvoo,https://pricetransparency.accureg.net/onslow,5%,31,42,0,pricetransparency.accureg.net/onslow,nofollow,active,2021-11-14,2021-11-14,--,200,16,12,122
www.smrmc.com/patient-visitors/pricing-information/,Pricing Information | Southwest Mississippi Regional Medical Center,here,7%,31,30,21,pricetransparency.accureg.net/southwestms,follow,active,2021-04-24,2022-01-11,--,200,252,11,14
www.onslow.org/billing-insurance,Billing and Insurance Information,click here,18%,31,44,4,pricetransparency.accureg.net/onslow,follow,active,2022-01-13,2022-01-19,--,200,39,8,10
whiteriverhealthsystem.com/posts/resident-physicians-who-are-we, White River Health System › Resident Physicians: Who Are We?,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-28,2022-01-31,--,200,10,7,8
www.whiteriverhealthsystem.com/index.php/about-us, White River Health System › About Us,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-09,2022-02-19,--,200,15,8,13
www.whiteriverhealthsystem.com/doctors/facilities/6, White River Health System › Drasco Medical Clinic,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-18,2022-01-22,--,200,11,8,9
www.whiteriverhealthsystem.com/doctors/facilities/63, White River Health System › UAMS North Central Family Medicine Center,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-08-07,2022-02-14,--,200,20,7,8
www.whiteriverhealthsystem.com/doctors/facilities/10, White River Health System › Newport Diagnostic Medical Clinic,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-06-04,2022-03-14,--,200,14,8,9
www.whiteriverhealthsystem.com/doctors/facilities/15, White River Health System › Strawberry Medical Clinic,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-18,2022-01-25,--,200,9,8,9
www.whiteriverhealthsystem.com/doctors/dylan-carpenter-md-faaos-23, White River Health System › Dylan Carpenter,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-23,2022-03-01,--,200,14,7,8
www.whiteriverhealthsystem.com/doctors/facilities/21, White River Health System › Batesville Oncology Clinic,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-08,2022-02-10,--,200,68,8,9
www.whiteriverhealthsystem.com/doctors/mantinderpreet-singh-md, White River Health System › Mantinderpreet Singh,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-28,2022-03-20,--,200,22,7,8
www.whiteriverhealthsystem.com/find-a-doctor?page=5, White River Health System › Find A Provider,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-25,2022-03-06,--,200,27,7,8
www.whiteriverhealthsystem.com/find-a-doctor?page=6, White River Health System › Find A Provider,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-23,2022-03-04,--,200,27,7,8
www.whiteriverhealthsystem.com/doctors/facilities/31, White River Health System › WRMC Breast Care Center,price transparency,4%,30,36,7,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-27,2022-01-30,--,200,14,8,9
www.whiteriverhealthsystem.com/doctors/nicole-m-lawson-64, White River Health System › Nicole M. Lawson,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-07-23,2022-01-26,--,200,12,7,8
www.whiteriverhealthsystem.com/doctors/facilities/24, White River Health System › Children's Clinic,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-04-14,2022-01-24,--,200,9,8,9
www.whiteriverhealthsystem.com/doctors/amanda-smith-md, White River Health System › Amanda Smith,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-01-06,2022-01-25,--,200,11,7,8
www.whiteriverhealthsystem.com/doctors/facilities/77, White River Health System › White River Cardiology Clinic,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2022-01-09,2022-01-09,--,200,12,7,8
www.whiteriverhealthsystem.com/doctors/patrick-hatfield-md, White River Health System › Patrick Hatfield,price transparency,4%,30,36,6,pricetransparency.accureg.net/whiteriver,follow,active,2021-02-15,2022-02-21,--,200,12,7,8
